Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MaritalStatus,Over18,StandardHours,EmployeeCount
29,No,Travel_Rarely,1024,Human Resources,16,4,Medical,1350,1,Female,1,3,Manufacturing Director,4,2460.0,6,No,14,3,2,0,17,0,1,3,10,13,7,Divorced,Y,80,1
48,No,Travel_Frequently,604,Research & Development,23,5,Human Resources,1351,3,Male,1,3,Research Director,4,2570.0,0,No,16,3,3,3,33,4,3,7,6,1,5,Single,Y,80,1
59,No,Travel_Rarely,1059,Research & Development,14,5,Human Resources,1352,1,Male,2,4,Laboratory Technician,4,3780.0,1,No,14,3,4,0,41,0,2,3,14,8,17,Married,Y,80,1
39,No,Travel_Rarely,1023,Human Resources,19,1,Marketing,1353,2,Female,2,1,Sales Executive,1,2770.0,3,No,17,3,4,0,21,6,2,7,6,6,1,Single,Y,80,1
39,No,Travel_Rarely,266,Human Resources,1,3,Technical Degree,1354,4,Female,1,5,Healthcare Representative,2,2250.0,2,No,14,3,2,0,21,2,3,9,10,13,12,Married,Y,80,1
18,Yes,Travel_Rarely,1447,Sales,10,1,Marketing,1355,1,Female,3,4,Sales Representative,4,1640.0,7,Yes,20,3,3,3,1,5,3,20,4,2,3,Divorced,Y,80,1
39,No,Travel_Rarely,1345,Research & Development,23,1,Marketing,1356,2,Male,3,5,Manager,2,2050.0,0,No,25,3,1,3,21,0,2,0,13,4,6,Divorced,Y,80,1
25,Yes,Travel_Rarely,416,Research & Development,26,1,Marketing,1357,1,Male,1,4,Manufacturing Director,4,4010.0,9,No,21,3,4,3,36,0,1,17,15,12,4,Single,Y,80,1
34,No,Non-Travel,493,Research & Development,10,4,Other,1358,4,Male,4,2,Sales Executive,3,2080.0,0,No,19,3,1,2,38,0,3,17,11,0,13,Single,Y,80,1
54,No,Travel_Rarely,589,Research & Development,11,3,Life Sciences,1359,1,Male,2,4,Sales Executive,1,1510.0,1,No,12,3,2,2,36,2,2,15,7,9,2,Married,Y,80,1
44,Yes,Travel_Frequently,621,Sales,5,4,Other,1360,1,Female,1,3,Manager,4,3060.0,2,Yes,11,3,3,2,26,2,4,18,9,10,7,Single,Y,80,1
59,No,Travel_Rarely,1372,Sales,21,4,Marketing,1361,3,Male,2,1,Healthcare Representative,2,3910.0,0,No,23,3,4,2,41,0,3,6,4,15,2,Single,Y,80,1
31,No,Travel_Rarely,1465,Research & Development,28,4,Technical Degree,1362,3,Male,3,2,Healthcare Representative,2,1190.0,1,No,17,3,3,3,13,3,1,18,10,4,2,Single,Y,80,1
51,No,Non-Travel,563,Sales,22,1,Medical,1363,3,Male,4,5,Research Director,1,1670.0,1,Yes,17,3,4,1,33,2,4,8,8,8,12,Single,Y,80,1
50,No,Travel_Rarely,1354,Research & Development,4,3,Human Resources,1364,1,Female,1,4,Human Resources,2,4240.0,4,No,12,3,3,0,32,4,1,8,1,0,14,Divorced,Y,80,1
22,Yes,Travel_Rarely,865,Sales,8,2,Other,1365,2,Male,2,4,Healthcare Representative,1,2710.0,8,No,18,3,1,3,29,4,4,4,15,1,10,Married,Y,80,1
59,No,Travel_Rarely,350,Sales,8,3,Marketing,1366,2,Female,1,2,Manufacturing Director,1,2240.0,1,Yes,15,3,3,0,41,6,1,17,15,1,5,Married,Y,80,1
41,No,Travel_Rarely,523,Sales,20,3,Human Resources,1367,4,Female,4,5,Manufacturing Director,3,3840.0,7,Yes,11,3,3,1,34,3,2,4,6,10,8,Married,Y,80,1
21,No,Travel_Rarely,270,Research & Development,1,4,Marketing,1368,3,Female,2,3,Sales Executive,1,4420.0,4,Yes,13,3,1,1,38,5,3,4,9,6,12,Single,Y,80,1
38,No,Travel_Frequently,112,Sales,13,3,Life Sciences,1369,3,Female,3,5,Research Scientist,3,2430.0,4,No,20,3,3,0,23,0,4,1,12,6,12,Married,Y,80,1
42,No,Travel_Rarely,770,Sales,8,3,Life Sciences,1370,1,Female,3,3,Sales Representative,2,2460.0,0,No,16,3,1,0,34,2,3,8,1,9,4,Married,Y,80,1
42,Yes,Non-Travel,1482,Human Resources,22,4,Marketing,1371,4,Male,1,2,Human Resources,1,3370.0,7,No,13,3,1,3,24,3,4,4,12,5,11,Married,Y,80,1
37,No,Travel_Frequently,1406,Research & Development,20,2,Human Resources,1372,1,Female,2,2,Manufacturing Director,2,2650.0,5,No,23,3,4,3,34,0,2,7,1,13,7,Divorced,Y,80,1
60,No,Travel_Rarely,289,Research & Development,11,3,Marketing,1373,2,Male,1,1,Sales Executive,4,930.0,8,No,14,3,1,1,42,6,3,11,8,14,15,Single,Y,80,1
39,Yes,Travel_Frequently,924,Human Resources,3,4,Medical,1374,3,Male,3,4,Manufacturing Director,1,3370.0,6,No,21,3,2,2,32,1,3,2,3,9,6,Married,Y,80,1
49,No,Travel_Rarely,487,Sales,1,1,Marketing,1375,1,Female,2,4,Research Director,2,1800.0,1,No,12,3,4,3,31,5,1,12,1,9,8,Single,Y,80,1
51,No,Travel_Frequently,595,Research & Development,5,5,Human Resources,1376,4,Female,1,1,Manufacturing Director,3,1600.0,1,Yes,18,4,1,2,36,4,1,13,0,14,2,Divorced,Y,80,1
36,No,Travel_Rarely,966,Research & Development,18,5,Marketing,1377,1,Male,3,4,Sales Executive,2,1730.0,3,No,18,3,2,2,25,3,2,2,11,1,8,Married,Y,80,1
18,No,Travel_Rarely,394,Research & Development,10,1,Human Resources,1378,1,Male,1,3,Sales Representative,4,4710.0,8,No,14,3,3,3,1,2,4,9,15,11,9,Divorced,Y,80,1
34,No,Travel_Rarely,740,Human Resources,5,2,Marketing,1379,3,Female,2,4,Research Director,3,5000.0,1,Yes,18,3,2,2,19,1,2,15,0,2,6,Married,Y,80,1
39,Yes,Travel_Rarely,1337,Sales,18,1,Marketing,1380,1,Male,4,1,Laboratory Technician,1,2810.0,4,No,17,3,4,0,21,5,2,14,11,9,0,Single,Y,80,1
55,No,Travel_Rarely,121,Research & Development,29,5,Life Sciences,1381,2,Female,4,2,Research Scientist,4,2360.0,6,No,16,4,2,1,37,1,2,16,1,11,16,Single,Y,80,1
54,Yes,Non-Travel,1201,Research & Development,27,3,Technical Degree,1382,3,Male,4,1,Healthcare Representative,4,2650.0,7,No,13,3,4,1,36,5,4,20,3,6,5,Married,Y,80,1
34,No,Travel_Rarely,230,Human Resources,24,1,Marketing,1383,2,Male,3,2,Sales Executive,1,8610.0,2,No,18,4,4,3,35,5,1,18,5,1,1,Divorced,Y,80,1
59,No,Travel_Rarely,649,Research & Development,9,1,Human Resources,1384,3,Female,3,4,Manufacturing Director,1,4260.0,4,No,12,3,1,1,41,5,4,20,7,7,6,Divorced,Y,80,1
35,No,Travel_Rarely,665,Human Resources,3,1,Technical Degree,1385,1,Female,1,2,Manager,2,3810.0,1,No,24,3,1,1,17,1,1,4,15,8,4,Married,Y,80,1
58,No,Travel_Rarely,940,Sales,20,3,Technical Degree,1386,1,Male,3,4,Human Resources,1,4990.0,3,No,14,3,3,0,40,0,4,7,14,5,10,Divorced,Y,80,1
56,Yes,Travel_Rarely,1421,Sales,12,2,Medical,1387,2,Female,1,3,Research Scientist,4,3220.0,6,No,15,4,2,2,38,5,3,16,4,1,12,Married,Y,80,1
28,Yes,Travel_Rarely,1286,Human Resources,14,2,Medical,1388,1,Male,1,5,Research Director,4,2990.0,0,No,15,4,1,1,29,4,4,20,11,13,15,Married,Y,80,1
30,No,Travel_Rarely,288,Research & Development,1,2,Marketing,1389,3,Female,1,3,Research Scientist,2,3520.0,6,No,13,3,1,0,12,2,1,11,9,13,12,Married,Y,80,1
25,No,Travel_Rarely,653,Research & Development,1,1,Human Resources,1390,4,Female,3,3,Healthcare Representative,4,7190.0,8,No,19,4,2,2,7,6,2,10,12,12,16,Married,Y,80,1
49,No,Travel_Rarely,1143,Sales,1,4,Marketing,1391,1,Female,1,2,Human Resources,2,3580.0,1,Yes,20,4,2,0,31,2,4,7,13,9,7,Married,Y,80,1
18,Yes,Travel_Frequently,1400,Research & Development,15,3,Human Resources,1392,1,Female,4,4,Research Director,4,6530.0,4,No,13,3,1,1,34,0,4,10,12,3,2,Divorced,Y,80,1
29,No,Travel_Rarely,121,Human Resources,24,3,Other,1393,3,Female,4,2,Human Resources,3,4860.0,3,No,13,3,3,0,11,3,4,12,6,10,16,Married,Y,80,1
29,No,Travel_Rarely,1352,Research & Development,27,5,Technical Degree,1394,4,Male,4,4,Manager,3,2940.0,5,No,11,3,1,3,11,0,4,14,6,1,11,Married,Y,80,1
52,No,Travel_Rarely,954,Research & Development,1,3,Life Sciences,1395,4,Male,2,2,Manager,4,6700.0,0,No,13,3,3,0,34,0,1,1,5,13,13,Single,Y,80,1
24,No,Travel_Rarely,987,Human Resources,3,2,Marketing,1396,1,Female,1,1,Healthcare Representative,2,3730.0,0,No,18,3,1,3,28,6,2,20,11,2,0,Married,Y,80,1
36,Yes,Travel_Rarely,1150,Sales,22,2,Technical Degree,1397,3,Male,3,3,Research Director,3,4660.0,8,Yes,18,3,2,0,18,0,3,20,8,6,4,Married,Y,80,1
41,No,Travel_Rarely,710,Research & Development,12,2,Marketing,1398,4,Male,3,4,Manufacturing Director,4,4040.0,8,No,22,3,4,2,23,1,3,15,8,13,9,Divorced,Y,80,1
23,No,Travel_Rarely,1045,Research & Development,2,4,Human Resources,1399,3,Female,1,5,Research Scientist,2,5020.0,9,Yes,22,3,4,2,14,1,3,17,14,15,15,Married,Y,80,1
52,No,Non-Travel,239,Sales,10,4,Marketing,1400,1,Female,1,1,Sales Executive,2,3430.0,4,Yes,23,3,3,0,34,1,2,14,12,4,14,Married,Y,80,1
18,Yes,Travel_Rarely,209,Sales,27,3,Life Sciences,1401,1,Male,4,1,Manufacturing Director,3,1550.0,3,Yes,19,3,3,3,22,0,4,0,0,8,17,Single,Y,80,1
57,No,Travel_Rarely,355,Research & Development,4,5,Marketing,1402,4,Male,4,5,Sales Executive,2,2820.0,1,No,24,3,3,3,39,1,1,6,3,0,6,Divorced,Y,80,1
57,No,Travel_Rarely,1420,Research & Development,6,5,Technical Degree,1403,1,Female,3,2,Research Director,2,2660.0,8,No,17,4,1,1,40,6,2,11,13,11,7,Married,Y,80,1
42,No,Travel_Rarely,1302,Human Resources,29,2,Other,1404,2,Female,4,2,Sales Representative,3,1720.0,7,Yes,23,3,3,1,24,0,1,2,11,12,6,Divorced,Y,80,1
24,No,Travel_Rarely,197,Research & Development,8,5,Technical Degree,1405,4,Female,4,2,Manufacturing Director,2,3730.0,1,No,14,3,2,0,11,5,1,2,14,14,0,Single,Y,80,1
33,No,Travel_Rarely,819,Research & Development,29,2,Technical Degree,1406,4,Male,3,2,Research Scientist,2,3730.0,4,Yes,14,3,4,2,30,4,4,15,15,15,13,Married,Y,80,1
50,No,Non-Travel,455,Research & Development,14,2,Life Sciences,1407,4,Male,1,4,Manager,1,2420.0,7,No,16,3,4,2,32,6,4,20,12,1,10,Single,Y,80,1
18,No,Travel_Rarely,1238,Research & Development,13,4,Life Sciences,1408,3,Male,1,1,Manager,4,1270.0,7,No,15,3,1,1,8,1,1,8,6,5,0,Divorced,Y,80,1
40,No,Travel_Rarely,341,Research & Development,4,4,Other,1409,3,Female,3,5,Laboratory Technician,1,3730.0,5,Yes,21,3,2,3,22,3,3,2,6,2,16,Single,Y,80,1
47,No,Travel_Rarely,380,Research & Development,15,1,Life Sciences,1410,4,Female,2,5,Laboratory Technician,2,1110.0,1,No,15,4,1,1,29,4,2,19,4,6,14,Single,Y,80,1
24,No,Travel_Rarely,977,Sales,20,1,Medical,1411,2,Female,4,4,Human Resources,3,5820.0,0,No,20,4,2,1,6,5,4,7,0,12,17,Married,Y,80,1
52,No,Non-Travel,573,Research & Development,1,1,Other,1412,2,Female,4,5,Human Resources,1,3970.0,2,No,23,3,1,0,36,2,2,15,0,8,12,Single,Y,80,1
46,No,Travel_Rarely,244,Research & Development,13,3,Technical Degree,1413,2,Female,1,1,Research Director,2,3340.0,8,No,14,3,2,1,28,3,2,5,9,11,17,Divorced,Y,80,1
55,No,Travel_Rarely,521,Research & Development,26,5,Technical Degree,1414,4,Female,1,2,Manager,4,2120.0,8,No,14,3,2,0,37,3,4,13,10,6,0,Married,Y,80,1
23,Yes,Travel_Rarely,585,Research & Development,26,1,Life Sciences,1415,1,Male,3,4,Healthcare Representative,2,5830.0,0,Yes,17,3,2,2,36,1,2,5,10,6,1,Married,Y,80,1
53,No,Travel_Rarely,865,Sales,29,2,Medical,1416,3,Male,2,2,Research Director,2,2050.0,5,No,18,3,4,1,35,1,2,18,8,3,0,Single,Y,80,1
49,No,Travel_Rarely,720,Research & Development,22,3,Other,1417,3,Female,2,3,Research Scientist,4,4200.0,9,No,18,3,3,1,31,0,2,11,15,5,11,Divorced,Y,80,1
26,No,Non-Travel,816,Human Resources,27,5,Other,1418,1,Female,4,1,Research Scientist,2,4500.0,0,No,17,3,3,2,29,2,1,15,12,3,5,Divorced,Y,80,1
37,No,Non-Travel,657,Sales,18,1,Medical,1419,2,Male,4,2,Manufacturing Director,4,4070.0,9,No,14,3,2,1,25,6,4,1,15,7,1,Divorced,Y,80,1
37,No,Non-Travel,922,Sales,4,5,Life Sciences,1420,2,Male,3,4,Manufacturing Director,2,4520.0,4,Yes,20,3,4,2,38,5,1,8,9,0,0,Single,Y,80,1
45,No,Travel_Rarely,445,Sales,14,1,Medical,1421,2,Female,3,1,Manufacturing Director,2,1160.0,8,No,11,3,1,1,27,6,3,8,8,2,11,Married,Y,80,1
47,No,Travel_Rarely,1413,Sales,14,2,Life Sciences,1422,2,Female,1,1,Healthcare Representative,1,6530.0,6,No,13,3,1,2,34,3,4,3,14,5,15,Divorced,Y,80,1
22,No,Travel_Frequently,359,Research & Development,5,4,Technical Degree,1423,2,Female,4,2,Laboratory Technician,2,7350.0,0,No,15,4,3,1,38,1,3,2,14,2,1,Married,Y,80,1
35,No,Travel_Rarely,869,Human Resources,2,5,Marketing,1424,4,Male,4,3,Research Scientist,4,3770.0,8,No,18,3,2,2,17,3,1,11,1,7,12,Single,Y,80,1
23,Yes,Travel_Rarely,413,Research & Development,14,4,Technical Degree,1425,1,Female,2,1,Manufacturing Director,3,1740.0,5,Yes,21,4,4,0,5,3,4,12,10,6,6,Divorced,Y,80,1
24,No,Travel_Rarely,967,Research & Development,16,4,Technical Degree,1426,2,Male,4,1,Research Director,2,1880.0,5,No,12,3,3,2,40,0,2,20,2,4,14,Single,Y,80,1
20,No,Travel_Rarely,240,Research & Development,16,2,Human Resources,1427,1,Male,4,5,Manufacturing Director,1,2650.0,2,Yes,15,3,1,3,4,4,3,19,0,15,13,Single,Y,80,1
54,Yes,Travel_Frequently,353,Research & Development,7,4,Technical Degree,1428,4,Female,2,4,Sales Executive,3,8680.0,1,Yes,19,3,4,2,36,0,4,18,8,6,17,Single,Y,80,1
29,No,Travel_Rarely,1416,Research & Development,9,5,Human Resources,1429,3,Female,1,2,Sales Representative,1,2420.0,5,No,16,3,3,1,11,5,2,15,7,10,4,Married,Y,80,1
50,No,Travel_Rarely,492,Research & Development,9,3,Medical,1430,1,Female,2,3,Laboratory Technician,1,2760.0,8,No,14,4,3,3,32,3,1,11,9,8,3,Married,Y,80,1
41,No,Travel_Frequently,235,Research & Development,7,5,Life Sciences,1431,1,Female,3,2,Sales Executive,3,2520.0,3,No,14,3,1,0,37,4,4,13,8,12,13,Single,Y,80,1
37,No,Travel_Rarely,1045,Research & Development,22,1,Medical,1432,1,Female,1,5,Sales Executive,3,2050.0,7,No,16,3,2,0,19,6,1,2,3,2,8,Married,Y,80,1
43,No,Travel_Rarely,1313,Human Resources,12,1,Other,1433,4,Male,4,1,Healthcare Representative,3,4550.0,4,No,18,4,3,1,25,5,2,11,14,8,3,Married,Y,80,1
54,Yes,Travel_Rarely,196,Research & Development,3,1,Medical,1434,2,Male,2,1,Manufacturing Director,1,4780.0,0,No,12,3,3,3,36,5,3,0,8,6,5,Married,Y,80,1
21,No,Travel_Frequently,385,Human Resources,16,5,Marketing,1435,2,Female,1,5,Human Resources,4,2810.0,7,Yes,17,3,2,1,16,5,3,2,7,10,2,Married,Y,80,1
48,No,Travel_Rarely,692,Research & Development,9,5,Life Sciences,1436,2,Female,3,2,Human Resources,1,5750.0,4,No,25,3,4,3,30,4,4,15,2,11,10,Married,Y,80,1
42,No,Travel_Frequently,735,Research & Development,24,4,Other,1437,3,Male,2,1,Research Director,2,1780.0,5,No,23,3,1,2,33,2,4,4,2,7,0,Married,Y,80,1
47,No,Travel_Frequently,326,Sales,14,4,Marketing,1438,1,Female,4,1,Laboratory Technician,2,5630.0,6,Yes,25,3,2,1,29,1,4,14,14,1,7,Single,Y,80,1
34,No,Travel_Frequently,601,Research & Development,22,5,Other,1439,3,Female,4,3,Research Scientist,1,2560.0,6,No,12,3,3,3,18,4,3,3,9,9,6,Divorced,Y,80,1
48,Yes,Non-Travel,720,Research & Development,11,3,Marketing,1440,3,Male,4,5,Sales Executive,4,2530.0,0,No,14,3,4,0,30,4,4,19,6,2,5,Divorced,Y,80,1
57,No,Travel_Frequently,1145,Research & Development,3,2,Marketing,1441,1,Female,3,4,Research Scientist,3,1170.0,5,No,11,3,1,2,39,6,4,10,8,7,10,Married,Y,80,1
31,No,Non-Travel,423,Sales,1,4,Technical Degree,1442,2,Female,1,1,Research Scientist,1,3000.0,0,No,17,3,2,3,13,5,2,9,2,13,8,Divorced,Y,80,1
50,No,Travel_Rarely,278,Research & Development,26,4,Medical,1443,1,Male,3,3,Manager,2,8100.0,8,No,15,3,3,0,32,5,2,14,3,1,6,Married,Y,80,1
31,No,Travel_Rarely,857,Research & Development,6,5,Life Sciences,1444,1,Female,4,4,Sales Executive,2,3310.0,9,Yes,13,3,3,0,19,1,4,12,12,4,17,Single,Y,80,1
60,No,Travel_Rarely,1324,Research & Development,19,3,Technical Degree,1445,2,Female,3,4,Sales Representative,2,2210.0,0,Yes,19,4,1,2,42,2,1,10,0,15,6,Single,Y,80,1
55,No,Travel_Rarely,727,Research & Development,18,4,Marketing,1446,3,Male,2,1,Healthcare Representative,3,3670.0,3,No,19,3,4,2,37,6,4,20,15,11,10,Single,Y,80,1
36,No,Travel_Rarely,664,Research & Development,5,1,Marketing,1447,2,Female,2,4,Sales Executive,4,2210.0,5,No,12,3,4,3,18,4,3,12,7,11,9,Married,Y,80,1
55,No,Travel_Frequently,787,Research & Development,21,1,Other,1448,2,Male,1,4,Human Resources,2,2910.0,4,Yes,20,3,2,1,39,2,3,5,11,6,4,Single,Y,80,1
60,Yes,Travel_Rarely,286,Sales,3,4,Marketing,1449,2,Female,3,2,Sales Representative,2,2480.0,9,Yes,21,3,4,3,42,6,4,0,7,13,1,Divorced,Y,80,1
34,No,Travel_Rarely,400,Sales,8,5,Marketing,1450,4,Male,4,1,Sales Executive,2,2390.0,6,No,15,3,1,0,16,2,2,0,3,9,1,Divorced,Y,80,1
50,Yes,Travel_Rarely,544,Research & Development,25,5,Human Resources,1451,1,Female,2,1,Research Scientist,2,2090.0,3,Yes,14,4,1,0,32,4,4,9,15,9,6,Married,Y,80,1
31,No,Travel_Rarely,181,Research & Development,20,5,Human Resources,1452,2,Female,4,2,Research Director,4,4150.0,2,No,14,3,4,0,13,1,2,8,6,13,6,Married,Y,80,1
46,No,Travel_Rarely,1347,Research & Development,9,3,Other,1453,3,Female,4,5,Research Scientist,4,2350.0,1,No,25,3,4,3,28,6,1,15,1,0,16,Divorced,Y,80,1
23,No,Travel_Frequently,1198,Research & Development,18,1,Marketing,1454,1,Female,3,5,Human Resources,4,2980.0,4,No,12,3,2,2,13,5,4,15,14,4,6,Divorced,Y,80,1
41,No,Travel_Rarely,1217,Research & Development,26,2,Human Resources,1455,2,Female,4,3,Manufacturing Director,3,1690.0,7,No,18,3,3,0,23,2,2,7,5,11,17,Single,Y,80,1
45,No,Travel_Frequently,571,Research & Development,20,4,Life Sciences,1456,4,Female,1,1,Sales Representative,1,2790.0,4,No,22,3,2,3,27,1,4,17,13,0,5,Single,Y,80,1
53,No,Travel_Rarely,510,Research & Development,3,3,Marketing,1457,1,Female,3,4,Research Director,1,2180.0,6,No,17,4,4,2,35,3,3,7,1,15,7,Single,Y,80,1
20,No,Travel_Rarely,1154,Sales,7,3,Human Resources,1458,4,Female,3,1,Sales Representative,1,3080.0,0,No,17,3,4,1,27,4,3,3,1,6,5,Married,Y,80,1
55,No,Non-Travel,1321,Research & Development,21,5,Human Resources,1459,1,Female,2,4,Manufacturing Director,1,5610.0,6,No,11,4,4,2,37,6,1,4,4,11,7,Married,Y,80,1
21,No,Travel_Rarely,1342,Sales,19,4,Medical,1460,1,Male,4,1,Research Scientist,1,2300.0,8,No,25,3,3,0,3,5,1,11,10,6,12,Single,Y,80,1
55,No,Travel_Rarely,690,Research & Development,8,3,Medical,1461,1,Female,4,5,Research Scientist,4,1510.0,4,No,18,3,4,0,37,0,1,20,15,0,8,Divorced,Y,80,1
49,No,Travel_Rarely,668,Sales,20,1,Life Sciences,1462,4,Male,1,3,Sales Executive,4,4450.0,4,No,19,3,3,1,31,4,1,9,9,0,1,Married,Y,80,1
26,No,Travel_Rarely,624,Research & Development,3,2,Other,1463,2,Male,3,5,Healthcare Representative,2,3150.0,1,No,15,3,1,3,21,5,3,17,7,9,16,Single,Y,80,1
59,No,Travel_Rarely,795,Sales,7,4,Marketing,1464,4,Male,2,4,Manager,4,2400.0,4,No,18,4,1,3,41,1,3,6,11,5,17,Divorced,Y,80,1
29,Yes,Travel_Frequently,611,Sales,9,3,Medical,1465,1,Female,1,3,Human Resources,4,2360.0,6,Yes,25,3,4,3,15,4,1,9,7,11,11,Married,Y,80,1
57,No,Travel_Rarely,778,Research & Development,25,3,Marketing,1466,3,Female,2,1,Manager,4,3010.0,3,Yes,23,3,4,2,39,3,1,20,12,4,2,Married,Y,80,1
51,No,Travel_Rarely,195,Sales,20,1,Medical,1467,4,Male,4,5,Laboratory Technician,3,1950.0,3,No,17,3,4,3,33,5,3,16,7,8,4,Married,Y,80,1
50,No,Travel_Frequently,1430,Research & Development,9,4,Other,1468,2,Male,3,4,Manufacturing Director,1,3830.0,3,No,25,3,1,0,32,2,3,15,0,8,13,Single,Y,80,1
54,No,Non-Travel,951,Human Resources,9,3,Marketing,1469,2,Male,3,4,Sales Representative,1,1950.0,6,Yes,18,3,3,3,36,0,3,2,10,0,15,Divorced,Y,80,1
58,Yes,Travel_Rarely,466,Research & Development,15,2,Human Resources,1470,3,Female,3,5,Healthcare Representative,3,3100.0,1,No,19,3,2,3,40,1,1,10,11,15,3,Divorced,Y,80,1
40,No,Travel_Rarely,1123,Research & Development,16,2,Human Resources,1471,4,Male,2,5,Human Resources,1,3840.0,4,No,15,3,1,0,22,1,4,8,15,2,3,Single,Y,80,1
44,No,Travel_Rarely,1205,Sales,21,2,Other,1472,3,Female,3,4,Human Resources,2,2000.0,0,No,22,4,4,3,26,0,1,9,1,13,6,Divorced,Y,80,1
27,No,Travel_Frequently,224,Research & Development,4,4,Life Sciences,1473,2,Male,3,1,Laboratory Technician,4,3980.0,5,No,17,3,3,1,9,4,2,11,12,8,0,Divorced,Y,80,1
33,No,Travel_Rarely,1122,Research & Development,23,2,Technical Degree,1474,1,Female,2,5,Human Resources,4,3460.0,9,Yes,13,3,2,2,17,0,1,16,15,8,6,Divorced,Y,80,1
43,No,Travel_Rarely,113,Sales,18,5,Human Resources,1475,4,Female,4,4,Research Director,3,3400.0,0,No,19,3,2,3,25,1,3,7,5,4,11,Single,Y,80,1
48,No,Travel_Rarely,155,Human Resources,19,2,Medical,1476,4,Female,2,5,Healthcare Representative,2,3390.0,3,No,20,3,4,0,36,5,3,13,4,8,14,Single,Y,80,1
21,No,Travel_Rarely,501,Sales,15,4,Other,1477,1,Female,3,1,Healthcare Representative,4,1240.0,7,No,24,3,4,1,14,4,4,5,15,13,6,Married,Y,80,1
52,Yes,Non-Travel,196,Research & Development,18,1,Marketing,1478,3,Male,2,3,Manufacturing Director,4,4130.0,5,Yes,15,3,2,2,34,5,1,15,5,15,3,Married,Y,80,1
51,No,Travel_Rarely,850,Research & Development,10,5,Marketing,1479,2,Female,2,3,Research Director,4,2530.0,1,No,19,3,3,2,36,1,2,20,8,0,14,Married,Y,80,1
31,No,Travel_Frequently,665,Research & Development,13,3,Life Sciences,1480,3,Male,2,2,Sales Representative,2,3370.0,3,Yes,21,3,1,3,16,1,3,5,10,3,0,Married,Y,80,1
58,No,Travel_Frequently,1432,Research & Development,5,2,Human Resources,1481,3,Female,1,5,Research Director,3,3960.0,1,No,12,3,2,0,40,3,2,20,14,14,2,Married,Y,80,1
18,No,Travel_Frequently,1038,Human Resources,25,1,Technical Degree,1482,2,Male,4,1,Sales Representative,4,2550.0,5,Yes,25,3,1,3,24,2,4,11,15,0,5,Divorced,Y,80,1
31,No,Travel_Frequently,1217,Research & Development,26,5,Technical Degree,1483,1,Female,2,2,Sales Representative,2,2660.0,5,No,24,3,4,2,13,2,2,17,0,14,8,Divorced,Y,80,1
27,Yes,Travel_Rarely,1141,Research & Development,20,3,Technical Degree,1484,3,Female,1,5,Sales Representative,4,2650.0,5,No,25,3,2,2,14,0,4,14,6,8,13,Divorced,Y,80,1
51,No,Travel_Rarely,486,Human Resources,27,3,Technical Degree,1485,2,Male,1,4,Sales Representative,3,4150.0,8,No,25,3,4,0,33,4,2,17,2,7,10,Single,Y,80,1
31,No,Travel_Rarely,1283,Research & Development,17,2,Other,1486,1,Male,1,4,Sales Executive,4,4840.0,4,No,16,3,2,2,29,1,2,3,8,13,4,Single,Y,80,1
22,No,Travel_Rarely,485,Research & Development,12,3,Human Resources,1487,2,Male,3,3,Healthcare Representative,2,3750.0,5,No,25,3,3,1,12,2,1,14,14,12,13,Divorced,Y,80,1
19,No,Travel_Rarely,471,Research & Development,17,2,Human Resources,1488,3,Female,1,5,Sales Representative,2,6180.0,4,No,14,3,3,0,6,0,2,6,11,11,6,Single,Y,80,1
21,No,Travel_Rarely,238,Research & Development,23,2,Technical Degree,1489,4,Female,1,5,Research Director,3,7330.0,4,Yes,14,3,1,3,13,4,4,4,10,8,2,Divorced,Y,80,1
33,No,Travel_Rarely,613,Research & Development,4,5,Marketing,1490,2,Male,4,1,Research Scientist,3,4010.0,9,No,16,3,4,2,36,5,3,6,11,7,14,Married,Y,80,1
57,No,Non-Travel,962,Research & Development,17,1,Marketing,1491,2,Female,3,2,Research Director,2,8350.0,4,No,16,3,4,0,39,4,3,4,7,8,2,Married,Y,80,1
60,No,Travel_Rarely,582,Research & Development,3,5,Other,1492,1,Female,3,2,Manufacturing Director,2,2960.0,4,No,14,3,2,3,42,6,4,19,3,9,17,Single,Y,80,1
33,No,Travel_Frequently,1344,Research & Development,4,5,Marketing,1493,2,Male,4,2,Sales Representative,1,4500.0,2,No,22,3,2,3,15,4,2,9,9,6,12,Divorced,Y,80,1
28,No,Travel_Rarely,196,Research & Development,17,4,Medical,1494,1,Male,1,3,Human Resources,4,3650.0,0,No,17,3,3,0,10,0,3,9,5,0,12,Single,Y,80,1
21,No,Travel_Rarely,998,Research & Development,11,4,Human Resources,1495,4,Male,3,5,Research Director,1,11100.0,2,No,25,3,2,3,30,1,1,17,13,10,2,Divorced,Y,80,1
58,No,Travel_Frequently,415,Research & Development,15,2,Marketing,1496,1,Male,1,1,Human Resources,2,1750.0,7,No,20,3,3,2,40,0,4,0,2,10,14,Single,Y,80,1
